,BibNumber,Category Group,checkout_date,checkout_month
5857282,2906131,Fiction,2016-06-04,6
2656491,2197924,Nonfiction,2016-03-02,3
4702225,3161654,Nonfiction,2016-02-02,2
3799307,3140547,Fiction,2016-02-04,2
2342990,2533227,Nonfiction,2016-11-19,11
3787615,3138674,Fiction,2016-02-14,2
1248066,73819,Nonfiction,2016-08-21,8
5478281,3086807,Fiction,2016-06-14,6
6146395,2375547,Fiction,2016-11-28,11
6147308,2705386,Fiction,2016-09-03,9
5931142,2345432,Fiction,2016-03-23,3
5777799,2672698,Fiction,2016-01-22,1
5841588,2611561,Fiction,2016-06-14,6
4225172,3113757,Fiction,2016-05-20,5
1290512,3043296,Nonfiction,2016-11-16,11
1226122,3116057,Nonfiction,2016-08-05,8
2364459,3008764,Nonfiction,2016-10-26,10
2242904,2926185,Nonfiction,2016-02-10,2
3830302,2420469,Fiction,2016-01-08,1
5225933,2748046,Fiction,2016-12-12,12
4481801,2731853,Fiction,2016-09-26,9
2323292,3162296,Nonfiction,2016-05-16,5
2632076,3051182,Nonfiction,2016-12-03,12
1231316,420672,Nonfiction,2016-06-06,6
5035594,3178455,Fiction,2016-07-12,7
5894538,2862710,Fiction,2016-11-06,11
4175829,3170577,Language,2016-05-13,5
2190999,2982758,Fiction,2016-12-19,12
1366783,2869169,Nonfiction,2016-10-07,10
4386493,2906163,Fiction,2016-02-04,2
2136531,2983937,Fiction,2016-11-16,11
5507411,2573085,Fiction,2016-01-21,1
4246413,3204176,Fiction,2016-08-06,8
1566857,2934301,Fiction,2016-11-14,11
3747301,3132474,Fiction,2016-03-17,3
5492074,3164347,Fiction,2016-03-15,3
3505864,2653565,Fiction,2016-09-12,9
1441217,2586381,Nonfiction,2016-11-08,11
5733392,2629740,Fiction,2016-06-04,6
2720744,2960315,Nonfiction,2016-01-21,1
5517895,2458238,Fiction,2016-09-22,9
2171859,3111528,Fiction,2016-05-25,5
4446696,2639821,Fiction,2016-05-09,5
5566344,2938364,Fiction,2016-08-29,8
3647354,2979477,Fiction,2016-12-02,12
5769524,2861641,Fiction,2016-06-11,6
3096260,2928290,Nonfiction,2016-04-11,4
2674012,3081493,Nonfiction,2016-01-27,1
5549801,2767327,Fiction,2016-11-07,11
4348876,3122868,Fiction,2016-08-16,8
5836824,2751740,Fiction,2016-08-22,8
4234558,3102964,Fiction,2016-05-22,5
3645763,3202981,Fiction,2016-08-15,8
2756634,3156171,Nonfiction,2016-09-27,9
4411312,3182275,Fiction,2016-12-27,12
1419952,2673903,Nonfiction,2016-06-29,6
4470277,2743325,Fiction,2016-11-27,11
5539499,2943858,Fiction,2016-02-28,2
5361055,702512,Fiction,2016-05-05,5
2516389,2699301,Nonfiction,2016-12-08,12
5598883,2988664,Fiction,2016-07-17,7
4275141,3056969,Fiction,2016-05-23,5
4714508,3168709,Nonfiction,2016-09-22,9
2436295,3123497,Nonfiction,2016-08-02,8
5891798,1969795,Fiction,2016-02-24,2
3235949,3125882,Fiction,2016-06-09,6
5033037,3161076,Fiction,2016-09-15,9
5765173,3062044,Fiction,2016-10-23,10
5519982,2672855,Fiction,2016-01-26,1
5673081,2623718,Nonfiction,2016-03-21,3
3281460,3160395,Fiction,2016-06-30,6
6131224,1776164,Fiction,2016-06-15,6
5058953,2883366,Fiction,2016-01-25,1
2453294,3164827,Nonfiction,2016-09-19,9
5298177,601933,Fiction,2016-08-09,8
2336829,2615425,Nonfiction,2016-07-27,7
2664918,2940002,Nonfiction,2016-06-18,6
2260739,2968913,Nonfiction,2016-03-27,3
4761638,3046712,Nonfiction,2016-01-19,1
1468230,2996586,Nonfiction,2016-04-28,4
5508146,2835400,Fiction,2016-01-06,1
6368394,2336322,Fiction,2016-03-22,3
3821743,3065130,Fiction,2016-03-31,3
4175819,2835798,Language,2016-07-05,7
4506486,3038022,Fiction,2016-06-14,6
5916098,2375891,Fiction,2016-11-16,11
5138042,2100748,Fiction,2016-11-08,11
1589753,2987906,Fiction,2016-03-10,3
6216207,1591992,Language,2016-02-08,2
4517931,3126058,Fiction,2016-04-21,4
1490855,2979437,Nonfiction,2016-12-13,12
2195461,2988438,Language,2016-04-19,4
5458793,2872909,Nonfiction,2016-09-13,9
5535661,3082371,Fiction,2016-11-12,11
3170541,2418955,Fiction,2016-05-20,5
3840170,3166202,Fiction,2016-05-04,5
6268477,2873676,Fiction,2016-08-23,8
6397034,3161230,Fiction,2016-08-14,8
2154982,590439,Fiction,2016-10-14,10
3707145,3039117,Fiction,2016-12-05,12
3155769,3162715,Fiction,2016-10-29,10
1591926,2916606,Fiction,2016-12-08,12
4379501,2452011,Fiction,2016-02-01,2
2400670,2569424,Nonfiction,2016-09-21,9
3781409,3115264,Fiction,2016-10-15,10
4787102,3118701,Nonfiction,2016-02-25,2
5003970,3129774,Fiction,2016-02-17,2
5492255,3171553,Fiction,2016-10-06,10
5521981,2160505,Fiction,2016-09-03,9
4297977,1957791,Nonfiction,2016-04-19,4
2670358,3104599,Nonfiction,2016-10-23,10
5295297,2715964,Fiction,2016-05-03,5
4333352,3038025,Fiction,2016-06-13,6
6265862,3107059,Fiction,2016-03-20,3
2634928,3098426,Nonfiction,2016-03-26,3
3809202,3160116,Fiction,2016-05-25,5
1215199,2715130,Nonfiction,2016-05-21,5
3264628,2259340,Fiction,2016-02-14,2
6270090,3023136,Fiction,2016-10-15,10
5093324,3174665,Nonfiction,2016-07-05,7
3611240,3009666,Fiction,2016-03-24,3
4175800,3036142,Language,2016-11-19,11
1299278,3097292,Nonfiction,2016-04-04,4
2673409,49279,Nonfiction,2016-03-02,3
4259301,3183475,Fiction,2016-06-16,6
1563728,2430163,Fiction,2016-09-15,9
1141736,3173067,Fiction,2016-09-28,9
5806756,2747218,Fiction,2016-08-23,8
4388631,2703421,Fiction,2016-05-25,5
5225483,2831969,Fiction,2016-07-29,7
5209623,3203246,Fiction,2016-09-08,9
4446392,3154150,Fiction,2016-07-03,7
3575688,2865907,Fiction,2016-08-18,8
6199847,3177537,Fiction,2016-07-10,7
3286736,2709087,Fiction,2016-06-29,6
3101077,2238539,Nonfiction,2016-07-27,7
5330044,2640950,Fiction,2016-01-25,1
3789352,3118821,Fiction,2016-04-14,4
3616291,3034125,Fiction,2016-02-27,2
1157577,2742357,Fiction,2016-03-07,3
1547559,3166391,Fiction,2016-07-06,7
5650490,2802909,Nonfiction,2016-04-11,4
2670963,2984010,Nonfiction,2016-07-08,7
2701372,3146334,Nonfiction,2016-03-26,3
6114215,2253853,Fiction,2016-05-31,5
5524405,2323714,Fiction,2016-06-06,6
6097998,2506816,Fiction,2016-02-07,2
2173736,3068932,Fiction,2016-12-08,12
2629151,2904841,Nonfiction,2016-07-13,7
2773702,2882220,Nonfiction,2016-11-22,11
3250139,3162238,Fiction,2016-12-17,12
5696680,2698343,Nonfiction,2016-07-05,7
1549769,3225559,Fiction,2016-12-11,12
4199594,3104697,Fiction,2016-01-13,1
5795742,3029229,Fiction,2016-03-25,3
1529743,3082569,Nonfiction,2016-03-23,3
4791596,3207122,Nonfiction,2016-09-17,9
5810558,2802575,Fiction,2016-03-17,3
1457742,2393126,Nonfiction,2016-08-10,8
2490347,2963816,Nonfiction,2016-12-10,12
3728444,3099392,Fiction,2016-06-15,6
4751012,2968600,Nonfiction,2016-11-09,11
5718535,2041021,Fiction,2016-07-21,7
6307975,2537697,Nonfiction,2016-08-01,8
3200923,2926504,Fiction,2016-01-19,1
6204123,1967650,Language,2016-04-09,4
1272060,2857184,Nonfiction,2016-09-10,9
6220462,3125642,Fiction,2016-03-07,3
3575618,581316,Fiction,2016-11-22,11
4401733,2796099,Fiction,2016-05-12,5
4418754,3184342,Fiction,2016-10-18,10
2396479,2802339,Nonfiction,2016-10-10,10
6267441,3098798,Fiction,2016-07-15,7
3507340,2850914,Fiction,2016-02-01,2
6082923,2300368,Fiction,2016-08-24,8
1379820,2699522,Nonfiction,2016-06-25,6
6354599,2541133,Nonfiction,2016-05-10,5
4368087,2995827,Fiction,2016-06-04,6
2250812,3068628,Nonfiction,2016-12-03,12
2681536,2711147,Nonfiction,2016-02-16,2
1160591,3114220,Fiction,2016-07-18,7
5791780,1634456,Fiction,2016-08-31,8
4299081,2830900,Nonfiction,2016-05-24,5
1243707,2745318,Nonfiction,2016-12-16,12
2330252,2470086,Nonfiction,2016-04-05,4
5078728,3170597,Fiction,2016-05-16,5
4811823,3165281,Nonfiction,2016-08-08,8
3695213,3165059,Fiction,2016-07-16,7
4465299,2731983,Fiction,2016-08-23,8
2730374,2942403,Nonfiction,2016-07-09,7
3856966,3099841,Fiction,2016-01-29,1
3740849,3129914,Fiction,2016-06-27,6
3650534,3135453,Fiction,2016-04-15,4
2491079,3182525,Nonfiction,2016-07-20,7
1312891,2912146,Nonfiction,2016-07-12,7
6170931,3103953,Fiction,2016-02-29,2
2732438,3123673,Nonfiction,2016-03-04,3
5837163,3069077,Fiction,2016-07-22,7
5085367,3134409,Nonfiction,2016-02-16,2
1502186,3109632,Nonfiction,2016-02-07,2
4546311,2960425,Fiction,2016-01-09,1
5231507,2685067,Fiction,2016-11-26,11
2734949,3132841,Nonfiction,2016-05-07,5
5582674,2375900,Fiction,2016-04-18,4
3559817,3039060,Fiction,2016-08-30,8
5529497,2450706,Fiction,2016-01-09,1
4223810,3102603,Fiction,2016-12-22,12
6151197,3053132,Fiction,2016-10-13,10
1373236,1288186,Nonfiction,2016-04-17,4
1127531,2953110,Fiction,2016-04-13,4
3117268,1786532,Nonfiction,2016-08-06,8
1384298,3101326,Nonfiction,2016-02-02,2
5343795,2597788,Fiction,2016-06-25,6
5855397,2795312,Fiction,2016-01-31,1
5717821,2917040,Fiction,2016-04-04,4
3165551,2507370,Fiction,2016-02-17,2
5864707,3173481,Fiction,2016-12-29,12
2154607,2665214,Fiction,2016-11-07,11
1313030,2916226,Nonfiction,2016-01-27,1
5533352,3183700,Fiction,2016-08-08,8
4482940,2742371,Fiction,2016-01-23,1
3692526,3162752,Fiction,2016-11-19,11
5883472,2617531,Nonfiction,2016-05-09,5
5892115,2397531,Fiction,2016-08-05,8
6265119,2795480,Fiction,2016-04-21,4
2584381,3114482,Nonfiction,2016-12-26,12
3734994,3164236,Fiction,2016-08-09,8
6190713,3092097,Fiction,2016-05-11,5
6105396,3166858,Fiction,2016-12-08,12
3212791,1369056,Fiction,2016-12-20,12
2275209,3191511,Nonfiction,2016-07-23,7
4503160,3113034,Fiction,2016-08-06,8
5640417,2857053,Nonfiction,2016-06-01,6
1253972,2122889,Nonfiction,2016-02-18,2
3593425,3148801,Fiction,2016-07-18,7
3820357,3162201,Fiction,2016-08-16,8
5602790,2959257,Fiction,2016-07-03,7
1575083,2973330,Fiction,2016-11-15,11
4475345,2990362,Fiction,2016-05-10,5
5789718,2944100,Fiction,2016-08-15,8
5869849,3024994,Fiction,2016-04-25,4
4311332,3122861,Fiction,2016-11-17,11
1611238,2806801,Fiction,2016-07-09,7
6368854,1823313,Fiction,2016-02-02,2
5786516,2733383,Fiction,2016-11-07,11
5388428,2445715,Fiction,2016-04-20,4
1176199,3129634,Fiction,2016-05-22,5
3829625,3181614,Fiction,2016-09-03,9
3502323,2883457,Fiction,2016-12-16,12
5283108,2990457,Fiction,2016-01-17,1
1589244,3003857,Fiction,2016-05-31,5
1367290,3122613,Nonfiction,2016-02-17,2
1395551,2189073,Nonfiction,2016-11-21,11
5654351,2859856,Nonfiction,2016-08-09,8
3221396,2926503,Fiction,2016-12-23,12
4550300,2988652,Fiction,2016-10-13,10
1337608,2472736,Nonfiction,2016-01-20,1
6133774,2967002,Fiction,2016-05-17,5
5331402,3086443,Fiction,2016-01-02,1
5762233,3146279,Fiction,2016-02-08,2
2762818,2710870,Nonfiction,2016-01-10,1
2121236,2533534,Fiction,2016-08-13,8
3700031,3168665,Fiction,2016-10-04,10
5651179,3106312,Nonfiction,2016-11-27,11
5296296,3104435,Fiction,2016-05-21,5
2447904,3153655,Nonfiction,2016-07-09,7
4767764,2447713,Nonfiction,2016-09-25,9
2587469,2708814,Nonfiction,2016-08-31,8
5525779,3091923,Fiction,2016-06-04,6
3297919,2859944,Fiction,2016-01-05,1
5512564,3171210,Fiction,2016-08-08,8
3836442,3197734,Fiction,2016-09-18,9
1534587,2927771,Fiction,2016-01-20,1
6264742,2589856,Fiction,2016-04-04,4
4808912,2907341,Nonfiction,2016-04-01,4
2418615,3062187,Nonfiction,2016-07-11,7
5809050,2164582,Fiction,2016-04-26,4
6139335,2687953,Fiction,2016-12-31,12
5502789,2081378,Fiction,2016-03-24,3
4781284,2872923,Nonfiction,2016-05-14,5
5833664,2981506,Fiction,2016-05-22,5
3091294,2208596,Nonfiction,2016-12-29,12
2622016,3209487,Nonfiction,2016-10-17,10
3267390,2968022,Fiction,2016-07-24,7
1191205,2774457,Nonfiction,2016-03-19,3
1206201,2679650,Nonfiction,2016-02-20,2
4407797,2410732,Fiction,2016-02-02,2
3820631,3184322,Fiction,2016-11-13,11
6198751,2058034,Fiction,2016-08-15,8
1512617,2168279,Nonfiction,2016-04-08,4
4187941,3036696,Language,2016-08-31,8
5385067,2404691,Fiction,2016-10-09,10
5929127,2689367,Fiction,2016-01-12,1
4399467,36135,Fiction,2016-10-16,10
5248120,2568875,Fiction,2016-06-17,6
5794534,2603342,Fiction,2016-04-20,4
2740538,3210947,Nonfiction,2016-10-21,10
6169001,2631956,Fiction,2016-12-16,12
1378816,2988630,Nonfiction,2016-04-19,4
4334863,3117666,Fiction,2016-08-21,8
3643880,3170826,Fiction,2016-06-26,6
4264613,3209432,Fiction,2016-12-30,12
3790548,3091775,Fiction,2016-06-21,6
1258937,3120509,Nonfiction,2016-05-14,5
2323996,2767084,Nonfiction,2016-09-29,9
2448930,2709574,Nonfiction,2016-04-04,4
1504823,3122576,Nonfiction,2016-03-28,3
3528983,2684546,Fiction,2016-09-19,9
2480064,2749757,Nonfiction,2016-08-03,8
2131913,3056118,Fiction,2016-12-31,12
4258743,3018241,Fiction,2016-02-22,2
3833941,3037161,Fiction,2016-08-14,8
1523229,2986418,Nonfiction,2016-04-04,4
4496133,2153507,Fiction,2016-06-24,6
2513752,2586397,Nonfiction,2016-04-13,4
3713492,3017895,Fiction,2016-02-10,2
1386849,2523129,Nonfiction,2016-11-16,11
1221049,2516609,Nonfiction,2016-09-24,9
3614879,3042278,Fiction,2016-04-23,4
2445335,3085917,Nonfiction,2016-11-02,11
6309254,2915940,Nonfiction,2016-04-03,4
6253322,2494610,Language,2016-01-09,1
4356530,101004,Fiction,2016-02-18,2
5789849,1637117,Fiction,2016-10-26,10
2782024,2801877,Nonfiction,2016-10-06,10
4286516,3141428,Fiction,2016-02-04,2
4183930,2987499,Language,2016-05-05,5
3860358,3180732,Fiction,2016-10-12,10
4340846,3025263,Fiction,2016-05-23,5
2492920,2702379,Nonfiction,2016-03-14,3
3500686,3170826,Fiction,2016-05-18,5
5782316,3086609,Fiction,2016-02-17,2
4737604,3056255,Nonfiction,2016-10-26,10
1119580,2986179,Fiction,2016-12-22,12
1217844,2936415,Nonfiction,2016-06-08,6
3266250,1365238,Fiction,2016-08-16,8
5513218,2982346,Fiction,2016-07-02,7
2710454,3078517,Nonfiction,2016-02-24,2
5826142,3066754,Fiction,2016-02-03,2
4348723,2982337,Fiction,2016-03-19,3
5792915,2792612,Fiction,2016-01-08,1
1156652,2839467,Fiction,2016-03-20,3
2204798,2990120,Language,2016-09-19,9
2349291,3010731,Nonfiction,2016-08-22,8
6228142,2806133,Fiction,2016-01-28,1
1109581,2550149,Fiction,2016-11-17,11
5685114,3115935,Nonfiction,2016-08-15,8
2630144,3153710,Nonfiction,2016-05-26,5
2342644,2737633,Nonfiction,2016-08-24,8
5498868,2804884,Fiction,2016-09-13,9
1576788,3137350,Fiction,2016-01-21,1
3119375,3182182,Nonfiction,2016-07-10,7
2496814,2158943,Nonfiction,2016-10-29,10
2481672,3111380,Nonfiction,2016-09-18,9
5074438,3212226,Fiction,2016-11-23,11
6154963,3010895,Fiction,2016-12-12,12
3543281,3180774,Fiction,2016-10-16,10
5607775,3091926,Fiction,2016-12-26,12
2597559,2749249,Nonfiction,2016-06-21,6
6254976,2800129,Language,2016-08-03,8
3095630,2351240,Nonfiction,2016-12-02,12
3615428,2399065,Fiction,2016-04-28,4
4383902,2773168,Fiction,2016-03-06,3
3274409,2442646,Fiction,2016-05-15,5
4412216,2679825,Fiction,2016-01-19,1
5527114,3009084,Fiction,2016-09-22,9
5380873,2774068,Fiction,2016-07-12,7
2624894,2881771,Nonfiction,2016-04-19,4
6162015,3209421,Fiction,2016-12-16,12
3544143,3104921,Fiction,2016-06-15,6
5305558,3021153,Fiction,2016-05-28,5
1368210,2088510,Nonfiction,2016-05-31,5
1371134,2805830,Nonfiction,2016-05-16,5
2197573,3036145,Language,2016-07-16,7
2601964,2906852,Nonfiction,2016-01-20,1
1423157,2942809,Nonfiction,2016-10-01,10
1142891,2510667,Fiction,2016-01-27,1
2554986,2817393,Nonfiction,2016-04-21,4
3581762,3025498,Fiction,2016-01-14,1
1413865,2861486,Nonfiction,2016-03-18,3
3523628,3165429,Fiction,2016-07-27,7
3857027,3215439,Fiction,2016-12-27,12
5770616,2689733,Fiction,2016-03-29,3
3824860,3156312,Fiction,2016-03-23,3
4261943,3148791,Fiction,2016-02-22,2
6129965,101004,Fiction,2016-07-05,7
5867486,3165274,Fiction,2016-11-10,11
4773590,2704575,Nonfiction,2016-08-20,8
1420017,54505,Nonfiction,2016-05-21,5
3800460,3136789,Fiction,2016-02-16,2
2129673,3118477,Fiction,2016-06-01,6
1115356,2662834,Fiction,2016-04-06,4
5281627,2932156,Fiction,2016-04-25,4
4552517,2802547,Fiction,2016-09-26,9
4300370,1784561,Nonfiction,2016-05-17,5
3744073,2991272,Fiction,2016-04-09,4
1290689,3114176,Nonfiction,2016-09-07,9
5722444,3202702,Fiction,2016-09-29,9
3161786,3069109,Fiction,2016-04-05,4
3817185,3164290,Fiction,2016-03-07,3
5304728,2738833,Fiction,2016-02-02,2
3156696,3172336,Fiction,2016-08-04,8
4450256,2728605,Fiction,2016-07-09,7
6206433,3131699,Language,2016-08-21,8
1586405,2985141,Fiction,2016-08-08,8
5542032,3153956,Fiction,2016-10-17,10
3287158,3091760,Fiction,2016-10-10,10
3159081,2526240,Fiction,2016-05-12,5
2764188,3196293,Nonfiction,2016-09-15,9
4307441,84385,Nonfiction,2016-04-30,4
5719590,2821724,Fiction,2016-06-19,6
5872206,2915666,Fiction,2016-12-28,12
5725518,3133063,Fiction,2016-03-07,3
5378024,2990364,Fiction,2016-02-03,2
3528413,2904204,Fiction,2016-04-26,4
2663692,3062102,Nonfiction,2016-08-16,8
5574798,3135984,Fiction,2016-05-24,5
2781177,3078444,Nonfiction,2016-04-23,4
2157795,3030575,Fiction,2016-04-21,4
5700957,2707567,Nonfiction,2016-08-29,8
2304804,2846146,Nonfiction,2016-09-20,9
4453010,2668015,Fiction,2016-03-16,3
2304245,2247132,Nonfiction,2016-06-20,6
5890422,2511744,Fiction,2016-07-12,7
4771996,3021936,Nonfiction,2016-08-06,8
2445478,2115658,Nonfiction,2016-01-13,1
2648880,2634454,Nonfiction,2016-07-02,7
5250036,3117547,Fiction,2016-04-12,4
4330220,3048496,Fiction,2016-05-11,5
5363926,2342334,Fiction,2016-07-05,7
5307268,2871658,Fiction,2016-10-14,10
2639174,2946436,Nonfiction,2016-02-23,2
1537587,3109674,Fiction,2016-09-13,9
2664920,3134395,Nonfiction,2016-12-13,12
3764187,2721144,Fiction,2016-12-27,12
4273413,3217882,Fiction,2016-12-14,12
5819076,3148770,Fiction,2016-05-16,5
5111698,2747977,Fiction,2016-03-16,3
1197564,287057,Nonfiction,2016-12-19,12
3781399,3099842,Fiction,2016-01-07,1
2429995,3119053,Nonfiction,2016-06-11,6
3757669,3043241,Fiction,2016-01-08,1
5586968,3117436,Fiction,2016-11-05,11
6316673,3091028,Nonfiction,2016-03-16,3
3798030,3020120,Fiction,2016-06-22,6
4728422,2967423,Nonfiction,2016-04-10,4
5007139,3139938,Fiction,2016-08-04,8
6194336,3145246,Fiction,2016-03-14,3
2473942,2163314,Nonfiction,2016-02-21,2
3603791,3027831,Fiction,2016-03-06,3
3107068,3181620,Nonfiction,2016-12-08,12
5203180,3167825,Fiction,2016-07-18,7
6330114,2732321,Nonfiction,2016-03-16,3
4798835,2907355,Nonfiction,2016-02-10,2
5118472,3125556,Fiction,2016-10-25,10
5925448,2916476,Fiction,2016-03-29,3
2266983,3010739,Nonfiction,2016-09-07,9
5354238,1886970,Fiction,2016-05-22,5
1524929,3134408,Nonfiction,2016-12-19,12
2557443,2994308,Nonfiction,2016-04-09,4
3218550,3027432,Fiction,2016-02-07,2
3842552,3097128,Fiction,2016-01-22,1
4418783,3124968,Fiction,2016-11-15,11
6273755,2944705,Fiction,2016-11-23,11
5652287,3037729,Nonfiction,2016-05-20,5
2410035,2974270,Nonfiction,2016-06-09,6
1421451,3082885,Nonfiction,2016-06-23,6
3159042,2360701,Fiction,2016-03-16,3
2672478,2934548,Nonfiction,2016-04-22,4
4760849,2760654,Nonfiction,2016-06-24,6
2460343,3172402,Nonfiction,2016-09-08,9
5857165,2903247,Fiction,2016-06-01,6
5500236,2323710,Fiction,2016-08-23,8
3840464,3202212,Fiction,2016-09-10,9
1179185,3129679,Fiction,2016-11-12,11
5839556,3129914,Fiction,2016-05-09,5
5551408,2323709,Fiction,2016-07-27,7
5521787,2856802,Fiction,2016-04-14,4
4537624,3046442,Fiction,2016-09-02,9
1529733,3047320,Nonfiction,2016-02-13,2
1434750,3190974,Nonfiction,2016-10-23,10
3684708,2463479,Fiction,2016-04-10,4
4490544,420513,Fiction,2016-08-31,8
1164202,2630371,Fiction,2016-03-20,3
2269924,3059858,Nonfiction,2016-02-24,2
3188987,3086130,Fiction,2016-06-06,6
5506070,2739525,Fiction,2016-03-22,3
5577818,2860133,Fiction,2016-10-18,10
5483266,3190736,Fiction,2016-10-16,10
5286611,2653819,Fiction,2016-03-05,3
2443783,3111296,Nonfiction,2016-10-17,10
2716370,3132607,Nonfiction,2016-03-22,3
1346619,511809,Nonfiction,2016-09-14,9
2478063,3144509,Nonfiction,2016-07-19,7
2350064,2648661,Nonfiction,2016-01-08,1
3763269,3089590,Fiction,2016-01-09,1
6317383,3070107,Nonfiction,2016-11-07,11
6310004,3102763,Nonfiction,2016-07-28,7
4812408,2830498,Nonfiction,2016-08-26,8
5543424,2930082,Fiction,2016-02-23,2
2365849,2907821,Nonfiction,2016-02-26,2
1549262,3213502,Fiction,2016-11-14,11
3545367,3098846,Fiction,2016-04-04,4
2332130,3018294,Nonfiction,2016-11-03,11
4505212,2663163,Fiction,2016-03-08,3
1509839,2574732,Nonfiction,2016-01-13,1
4474491,411743,Fiction,2016-12-07,12
2726372,3141274,Nonfiction,2016-05-20,5
5488032,3056046,Fiction,2016-07-05,7
5306884,1712661,Fiction,2016-08-09,8
6336056,2605494,Nonfiction,2016-12-29,12
2707570,1982703,Nonfiction,2016-04-26,4
6327908,2766255,Nonfiction,2016-01-31,1
6224969,2573120,Fiction,2016-05-29,5
6141206,2795014,Fiction,2016-03-18,3
4720658,2278058,Nonfiction,2016-04-23,4
4349323,3160557,Fiction,2016-09-25,9
6335579,1737535,Nonfiction,2016-01-09,1
1353520,1631357,Nonfiction,2016-03-13,3
2564258,3165019,Nonfiction,2016-10-23,10
5254890,3023767,Fiction,2016-06-17,6
1426116,3134204,Nonfiction,2016-08-09,8
5550973,3076453,Fiction,2016-01-28,1
2332025,2741033,Nonfiction,2016-02-12,2
2743060,3148628,Nonfiction,2016-09-01,9
3241702,2191969,Fiction,2016-09-18,9
5927345,3043816,Fiction,2016-12-13,12
1125850,2728704,Fiction,2016-08-30,8
2402096,3164907,Nonfiction,2016-08-13,8
3659890,3144054,Fiction,2016-11-21,11
1131156,3144859,Fiction,2016-09-12,9
4516483,2568861,Fiction,2016-05-19,5
3230623,3130342,Fiction,2016-01-05,1
3749644,3079913,Fiction,2016-10-08,10
1461160,3123649,Nonfiction,2016-12-22,12
3255112,3061379,Fiction,2016-04-06,4
2651693,3030520,Nonfiction,2016-03-13,3
2568425,2982922,Nonfiction,2016-06-01,6
3822810,3196252,Fiction,2016-09-17,9
4777553,2748456,Nonfiction,2016-09-07,9
3624838,3144065,Fiction,2016-01-10,1
2367106,2793976,Nonfiction,2016-06-10,6
5749288,2373617,Fiction,2016-05-28,5
1184503,3117811,Nonfiction,2016-04-09,4
1472835,2720287,Nonfiction,2016-10-22,10
6107632,2852226,Fiction,2016-03-14,3
1307008,2884792,Nonfiction,2016-10-06,10
2434351,3216664,Nonfiction,2016-12-19,12
4329810,2980831,Fiction,2016-12-29,12
2313210,2973180,Nonfiction,2016-07-13,7
1573367,3102902,Fiction,2016-01-26,1
5075930,2992856,Fiction,2016-06-13,6
2280287,3030520,Nonfiction,2016-08-26,8
1224269,3160226,Nonfiction,2016-09-30,9
1511101,2881001,Nonfiction,2016-07-01,7
4536407,2967001,Fiction,2016-03-15,3
5459372,1321335,Nonfiction,2016-07-19,7
4191016,3171909,Fiction,2016-06-22,6
1294619,3046066,Nonfiction,2016-08-15,8
